,BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
4060,3046722,My name is Truth : the life of Sojourner Truth / by Ann Turner ; illustrated by James Ransome.,"Turner, Ann","0060758988, 0060758996, 9780060758981, 9780060758998",[2015],"Harper,","Truth Sojourner 1799 1883 Juvenile literature, African American abolitionists Biography Juvenile literature, African American women Biography Juvenile literature, Abolitionists United States Biography Juvenile literature, Social reformers United States Biography Juvenile literature, African Americans Biography Juvenile literature, Women Biography Juvenile literature, Reformers Juvenile literature",jcbk,ccb,,cen,10/01/2017,2
4061,2678932,The mountain within : the true story of the world's most extreme free-ascent climber / Alexander Huber ; translated by Anna Brailovsky.,"Huber, Alexander","1602399883, 9781602399884",c2010.,"Skyhorse Pub., Inc.,","Huber Alexander, Mountaineers Biography, Free climbing",acbk,nanf,,bal,10/01/2017,1
4062,2550608,Irving Berlin's Holiday Inn [videorecording] / a Paramount picture ; screen play by Claude Binyon ; adaptation by Elmer Rice ; produced and directed by Mark Sandrich.,,,2008.,"Universal,","Taverns Inns Drama, Triangles Interpersonal relations Drama, Holidays Drama, Hotels New England Drama, Tap dancers Drama, Entertainers Drama, Christmas films, Feature films, Fiction films, Musical films, Video recordings for the hearing impaired",acdvd,cadvd,,cen,10/01/2017,3
4063,2723573,State of wonder / Ann Patchett.,"Patchett, Ann","0062049801, 006204981X, 9780062049803, 9780062049810",c2011.,"Harper,","Scientists Fiction, Medicine Research Fiction, Jungles Amazon River Region Fiction",acbk,cafic,,cen,10/01/2017,3
4064,2357795,Wings of light : the migration of the yellow butterfly / Stephen R. Swinburne ; illustrated by Bruce Hiscock.,"Swinburne, Stephen R.","1415665494, 1590780825, 9781590780824",2006.,"Boyds Mills,",Butterflies Migration Juvenile literature,jcbk,ncnf,,gwd,10/01/2017,1
4065,770474,Alexander and the wind-up mouse.,"Lionni, Leo, 1910-1999",0394809149,c1969.,"Pantheon,",Mice Juvenile fiction,jcbk,ncpic,,net,10/01/2017,1
4066,2555499,"X2 [videorecording] / 20th Century Fox ; Marvel ; the Donners' Company/Bad Hat Harry production ; produced by Lauren Shuler Donner, Ralph Winter ; screenplay by Michael Dougherty & Dan Harris and David Hayter ; story by Zak Penn & David Hayter and Bryan Singer ; directed by Bryan Singer.",,,c2005.,"20th Century Fox Home Entertainment,","Presidents Assassination attempts Drama, Abnormalities Human Drama, X Men Fictitious characters Drama, Feature films, Fiction films, Science fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,bal,10/01/2017,2
4067,2407656,Native Seattle : histories from the crossing-over place / Coll Thrush ; foreword by William Cronon.,"Thrush, Coll-Peter, 1970-","0295987006, 9780295987002, 9780295988122",c2007.,"University of Washington Press,","Indians of North America Washington State Seattle History, Indians of North America Washington State Seattle Antiquities, Indians of North America Washington State Seattle Social life and customs, Seattle Wash History, Seattle Wash Antiquities, Seattle Wash Social life and customs",acbk,canf,,cen,10/01/2017,1
4068,3194788,Settle for more / Megyn Kelly.,"Kelly, Megyn.","0062494600, 9780062494603",[2016],"Harper, an imprint of HarperCollins Publishers,","Kelly Megyn, Television news anchors United States Biography, Women television journalists United States Biography, Working mothers, Autobiographies",acbk,nab,,spa,10/01/2017,1
4069,1807206,Here to stay : five plays from the Women's Project / edited by Julia Miles.,,155783315X,c1997.,"Applause,","American drama Women authors, American drama 20th century, Women United States Drama",acbk,canf,,cen,10/01/2017,2
4070,2501017,The time paradox / Eoin Colfer.,"Colfer, Eoin","1423108361, 9781423108368",2008.,"Hyperion Books for Children,","Fowl Artemis Fictitious character Juvenile fiction, Lemurs Juvenile fiction, Magic Fiction, Fairies Fiction, Space and time Fiction, Adventure stories, Fantasy Fiction",jcbk,ncfic,,cap,10/01/2017,1
4071,2268713,Love and roast chicken : a trickster tale from the Andes Mountains / Barbara Knutson.,"Knutson, Barbara",1575056577,c2004.,"CarolRhoda Books,","Indians of South America Andes Region Folklore Juvenile literature, Guinea pigs Andes Region Folklore Juvenile literature, Tricksters Andes Region Folklore Juvenile literature, Guinea pigs Folklore Juvenile literature, Folklore South America Juvenile literature, Tricksters Folklore Juvenile literature",jcbk,ncfft,,wts,10/01/2017,1
4072,520354,Strega Nona : an old tale / retold and illustrated by Tomie de Paola.,"DePaola, Tomie, 1934-","067166283X, 0671666061","[1988], c1975.","Simon & Schuster,",Folklore Italy Juvenile literature,jcbk,ncpic,,uni,10/01/2017,1
4073,2734233,A Christmas goodnight / by Nola Buck ; illustrated by Sarah Jane Wright.,"Buck, Nola","006166491X, 0061664928, 9780061664915, 9780061664922",2011.,"Katherine Tegen Books,","Stories in rhyme Juvenile fiction, Jesus Christ Nativity Juvenile fiction, Bedtime Juvenile fiction",jcbk,nchol,,glk,10/01/2017,1
4074,519649,Dasher introductory service-training information.,,,[197-],"Volkswagen of America, inc., Service Training,",Dasher automobile Maintenance and repair Pictorial works,arbk,caref,,cen,10/01/2017,1
4075,3140218,"""Sly and artful rogues"" : Maryland runaways, 1775-1781 / compiled by Joseph Lee Boyle.","Boyle, Joseph Lee","0806357193, 9780806357195",[2014],"Clearfield Company,","Indentured servants Maryland History 18th century Sources, African Americans Maryland History 18th century Sources, African Americans Genealogy, Slavery Maryland 18th century, Maryland History 18th century Sources, Maryland Genealogy, Maryland Newspapers Abstracts",arbk,caref,,cen,10/01/2017,1
4076,2750381,Little lost cowboy / Simon Puttock and Caroline Jayne Church.,"Puttock, Simon","1606842595, 9781606842591",2011.,"Egmont USA,","Coyote Juvenile fiction, Lost children Fiction, Helpfulness Fiction, West U S Fiction",jcbk,ncpic,,glk,10/01/2017,1
4077,625478,"Dictionnaire technique anglais-français : machines-outils, mines, travaux publics, moteurs a combustion interne, aviation, électricité, T.S.F., constructions navales, métallurgie, commerce / Guy Malgorn.","Malgorn, Guy, 1890-",2040029598,c1976.,"Gauthier-Vilars,","Technology Dictionaries French, English language Dictionaries French",arbk,caref,,cen,10/01/2017,1
4078,2341720,Don't let the pigeon stay up late! / words and pictures by Mo Willems.,"Willems, Mo",9780786837465,2006.,"Hyperion Books for Children,","Bedtime Juvenile fiction, Pigeons Juvenile fiction, Bus drivers Juvenile fiction",jcbk,ncpic,,dth,10/01/2017,1
4079,2700622,Graveminder / Melissa Marr.,"Marr, Melissa","0061826871, 9780061826870",c2011.,"William Morrow,","Dead Fiction, Grandmothers Death Fiction, Granddaughters Fiction, Homecoming Fiction, Family secrets Fiction, Fantasy fiction, Love stories, Horror fiction, Paranormal fiction",acbk,nafic,,gwd,10/01/2017,1
4080,3021161,My cousin's keeper / Simon French.,"French, Simon, 1957-","0763662798, 9780763662790",2014.,"Candlewick Press,","Schools Juvenile fiction, Cousins Juvenile fiction, Children Conduct of life Juvenile fiction, Jealousy in children Juvenile fiction, Schools Fiction, Cousins Fiction, Children Conduct of life Fiction, Jealousy Fiction",jcbk,ncfic,,lcy,10/01/2017,1
4081,3210903,Michelle Obama / Sarah Machajewski.,"Machajewski, Sarah","1508148120, 1508148317, 9781508148128, 9781508148319",2017.,"PowerKids Press,","Obama Michelle 1964 Juvenile literature, Presidents spouses United States Biography Juvenile literature, African American women lawyers Illinois Chicago Biography Juvenile literature, African American women Biography Juvenile literature",jcbk,ncb,,lcy,10/01/2017,1
4082,2973077,Shovel ready : a novel / Adam Sternbergh.,"Sternbergh, Adam","0385348991, 9780385348997",[2014],"Crown Publishers,","Assassins Fiction, Suspense fiction, Dystopias, Noir fiction",acbk,nafic,,gwd,10/01/2017,1
4083,2919388,Dan's plan / by Lynn Maslen Kertell ; pictures by Dana Sullivan.,"Kertell, Lynn Maslen.","0545514908, 9780545514903",c2013,"Scholastic,","Reading Primary Juvenile literature, Reading readiness Juvenile literature, English language Study and teaching Primary Juvenile literature, Readers Primary, Reading Primary Whole word method Juvenile literature, Phonetics Study and teaching Primary Juvenile literature, Vocabulary Juvenile literature",jcbk,ncrdr,Floating,net,10/01/2017,1
4084,3203952,Mountains beyond mountains / Tracy Kidder.,"Kidder, Tracy","0606313478, 0812973011, 9780606313476, 9780812973013","2004, ©2003.","Random House Trade Paperbacks,","Farmer Paul 1959, Physicians Biography, Missionaries Medical Biography, Poor Medical care, Right to health, Human rights",acbk,nanf,,lcy,10/01/2017,1
4085,2674118,The diary of prisoner 17326 : a boy's life in a Japanese labor camp / John K. Stutterheim ; [foreword by Mark Parillo].,"Stutterheim, John K., 1928-","082323150X, 9780823231508",c2010.,"Fordham University Press,","Stutterheim John K 1928 Childhood and youth, Stutterheim John K 1928 Diaries, Prisoners of war Indonesia Java Diaries, Boys Indonesia Java Diaries, Dutch Indonesia Java Diaries, World War 1939 1945 Personal narratives Dutch, World War 1939 1945 Personal narratives Indonesian, World War 1939 1945 Concentration camps Indonesia Java, World War 1939 1945 Prisoners and prisons Japanese, Java Indonesia Biography",acbk,canf,,cen,10/01/2017,1
4086,3267611,"Duėl︠i︡ant = The duelist / Sony Pictures Releasing International ; Non-Stop Production ; The Russian Cinema Fund ; Fetisoff Illusion ; producer, Sergey Melkumov, Alexander Rodnyansky ; written and directed by Aleksey Mizgirev.",,,[2017],"Sony Pictures Home Entertainment,","Veterans Drama, Aristocracy Social class Drama, Princes Drama, Princesses Drama, Russia Drama, Action and adventure films, Thrillers Motion pictures, Feature films, Fiction films, Historical films, Motion pictures Russian, Video recordings for the hearing impaired",acdvd,calndvd,,cen,10/01/2017,2
4087,2055155,Sailing alone around the room : new and selected poems / Billy Collins.,"Collins, Billy",0375503803,2001.,"Random House,",,acbk,nanf,,cap,10/01/2017,1
4088,2919467,"Forgive me, Leonard Peacock / by Matthew Quick.","Quick, Matthew, 1973-","0316221333, 9780316221337",2013.,"Little, Brown and Company,","Suicide Juvenile fiction, Teenage boys Juvenile fiction, Young adult fiction",acbk,nyfic,,mag,10/01/2017,1
4089,2730689,Llama Llama home with Mama / Anna Dewdney.,"Dewdney, Anna","0670012327, 9780670012329",2011.,"Viking,","Stories in rhyme Juvenile fiction, Sick Juvenile fiction, Mother and child Juvenile fiction, Llamas Juvenile fiction",jcbk,ncpic,,col,10/01/2017,3
4090,3019630,Zaba [sound recording] / Glass Animals.,Glass Animals (Musical group),,p2014.,"Harvest,",Rock music 2011 2020,accd,nacd,Floating,bro,10/01/2017,1
4091,2583573,"The blood of lambs : a former terrorist's memoir of death and redemption / Kamal Saleem, with Lynn Vincent.","Saleem, Kamal, 1958-","1416577807, 9781416577805",c2009.,"Howard Books,","Saleem Kamal 1958, Child terrorists Middle East Biography, Christian converts from Islam United States Biography",acbk,canf,,cen,10/01/2017,1
4092,2712940,You can trust a skinny cook / Allison Fishman ; [photography by Lucy Schaeffer].,"Task, Allison Fishman, 1971-","0470876352, 9780470876350",c2011.,"Wiley,",Reducing diets Recipes,acbk,canf,,cen,10/01/2017,1
4093,3269762,Nisemonogatari : Fake tale. Part 01 / Nisioisin ; art by Vofan ; translated by James Balzer.,"Nishio, Ishin, 1981-","1942993986, 9781942993988",2017.,"Vertical Inc.,","Vampires Fiction, Sisters Fiction, Teenagers Fiction, Vigilantes Fiction, Fantasy fiction",acbk,nafic,,bea,10/01/2017,1
4094,2946688,Maximum flavor : recipes that will change the way you cook / Aki Kamozawa & H. Alexander Talbot.,"Kamozawa, Aki","0770433219, 9780770433215",[2013].,"Clarkson Potter/Publishers,","Cooking, Cookbooks",acbk,canf,,cen,10/01/2017,2
4095,2942400,The legend of Luther Strode. Volume 2 / [written by Justin Jordan ; art by Tradd Moore ; colors by Felipe Sobreiro ; lettering by Fonografiks ; books design by Drew Gill].,"Jordan, Justin","1607067730, 9781607067733",2013.,"Image Comics,",Horror comic books strips etc,acbk,nacomic,,lcy,10/01/2017,1
4096,3221489,The white widow's revenge / by Jacob Grey.,"Grey, Jacob","0062321099, 9780062321091",2016.,"Harper, an imprint of HarperCollinsPublishers,","Human animal relationships Juvenile fiction, Crows Juvenile fiction, Abandoned children Juvenile fiction, Feral children Juvenile fiction, Orphans Juvenile fiction, Human animal communication Juvenile fiction, Telepathy Juvenile fiction, Fantasy fiction, Science fiction",jcbk,ncfic,,swt,10/01/2017,1
4097,2806691,The laptop millionaire : how anyone can escape the 9 to 5 and make money online / Mark Anastasi.,"Anastasi, Mark","1118271793, 9781118271797",c2012.,"John Wiley & Sons Inc.,","Electronic commerce, Internet marketing, Internet advertising, Social media Economic aspects, Online social networks Economic aspects, Success in business",acbk,nanf,,bal,10/01/2017,1
4098,2573962,Unnatural death : a Lord Peter Wimsey mystery [sound recording] / Dorothy L. Sayers.,"Sayers, Dorothy L. (Dorothy Leigh), 1893-1957","1572708549, 9781572708549","[2007], c2000.","BBC Audiobooks America,","Wimsey Peter Lord Fictitious character Fiction, Private investigators England Fiction, Mystery fiction",accd,cabocd,,cen,10/01/2017,1
4099,3221098,Golden : sweet & savory baked delights from the ovens of London's Honey & Co. / Sarit Packer & Itamar Srulovich ; photography by Patricia Niven.,"Packer, Sarit,","0316284327, 9780316284325",2016.,"Little, Brown and Company,","Baking, Honey Co London England, Cookbooks",acbk,nanf,,swt,10/01/2017,1
4100,3066269,"Fun & fancy free [videorecording] / Walt Disney Pictures ; RKO Radio Pictures ; Walt Disney Productions ; directors, Jack Kinney, Bill Roberts, Hamilton Luske ; story written by Homer Brightman ... [and others] ; directing animators, Ward Kimball ... [and others].",,"0788821725, 9780788821721",[2000?],"Distributed by Buena Vista Home Video,","Donald Duck Fictitious character Juvenile drama, Mickey Mouse Fictitious character Juvenile drama, Jiminy Cricket Fictitious character Juvenile drama, Childrens films, Anthology films, Animated films, Fiction films, Feature films, Video recordings for the hearing impaired",jcdvd,ncdvd,Floating,swt,10/01/2017,1
4101,3287595,The watercolorist's essential notebook / Gordon MacKenzie.,"MacKenzie, Gordon, 1939-","1440309051, 9781440309052",©2010.,"North Light Books,",Watercolor painting Technique,acbk,nanf,,net,10/01/2017,1
4102,3044586,Storm rising / Mercedes Lackey.,"Lackey, Mercedes","0886777127, 9780886777128",1996.,"DAW Books : Distributed by Penguin USA,","Valdemar Imaginary place Fiction, Gay heroes Fiction, Fantasy fiction",acbk,nasf,,qna,10/01/2017,1
4103,2990993,"Afterlife [videorecording] / Clerkenwell Films ; produced by Murray Ferguson ; written by Stephen Volk and Charlie Fletcher ; directed by Maurice Phillips, Charles Beeson, and Martyn Friend.",,,[2014?],"[Publisher not identified],","Psychics Drama, Sons Death Drama, Future life Drama, Horror television programs, Television series, Fiction television programs, Video recordings for the hearing impaired",acdvd,nadvd,Floating,mgm,10/01/2017,1
4104,3289183,Family values : a Leo Waterman mystery / G. M. Ford.,"Ford, G. M. (Gerald M.)","1477808973, 9781477808979",[2017],"Thomas & Mercer,","Waterman Leo Fictitious character Fiction, Private investigators Washington State Seattle Fiction, Medical examiners Law Washington State Seattle Fiction, Attempted murder Fiction, Mystery fiction, Detective and mystery fiction",acbk,namys,Floating,bro,10/01/2017,1
4105,78889,"History of York, Maine, successively known as Bristol (1632), Agamentious (1641), Gorgeana (1642), and York (1652). With contributions on topography and land titles by Angevine W. Gowen. Sketches by the author.","Banks, Charles Edward, 1854-1931",,1967.,"Regional Pub. Co.,","York Me History, York Me Biography",arbk,cs9g,,cen,10/01/2017,1
