,UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,Creator,Subjects,Publisher,PublicationYear
6552,Physical,Horizon,SOUNDDISC,2005,9,3,Cheaper by the dozen,,"Gilbreth Frank Bunker 1868 1924, Gilbreth Lillian Moller 1878 1972, Industrial engineers United States Biography",,
6553,Physical,Horizon,BOOK,2005,9,3,"Elisa Michaels, bigger and better / Johanna Hurwitz ; illustrated by Debbie Tilley.","Hurwitz, Johanna","Childrens stories American Juvenile fiction, Short stories","HarperCollins,",c2003.
6554,Physical,Horizon,BOOK,2005,9,1,"Zhongguo li dai ming yan gu shi / Feng Yide, Xu Kuangyi bian.","Feng, Yide","Proverbs Chinese, Maxims Chinese, Eloguence",,
6555,Physical,Horizon,BOOK,2005,9,2,Ned Feldman space pirate,,"Science fiction, Extraterrestrial beings Fiction, Humorous stories",,
6556,Physical,Horizon,BOOK,2005,9,3,Tales of mystery and imagination,,"Horror tales American, Detective and mystery stories American",,
6557,Physical,Horizon,SOUNDDISC,2005,9,1,Norma,,Operas,,
6558,Physical,Horizon,BOOK,2005,9,18,Mr. Putter & Tabby make a wish / Cynthia Rylant ; illustrated by Arthur Howard.,"Rylant, Cynthia","Birthdays Juvenile fiction, Old age Fiction, Neighbors Fiction, Cats Juvenile fiction, Old age Juvenile fiction, Neighbors Juvenile fiction","Harcourt,",c2005.
6559,Physical,Horizon,SOUNDDISC,2005,9,3,Shark mutiny,,"War stories, Sea stories, Submarine warfare Fiction, China Fiction, Petroleum industry and trade Fiction, Taiwan Fiction",,
6560,Physical,Horizon,BOOK,2005,9,1,Atatrk the biography of the founder of modern Turkey,,"Atatrk Kemal 1881 1938, Presidents Turkey Biography",,
6561,Physical,Horizon,BOOK,2005,9,2,Overcoming the legacy of overeating how to change your negative eating habits,,"Nutrition, Mothers and daughters, Food habits Psychological aspects, Eating disorders Psychological aspects",,
6562,Physical,Horizon,VIDEOCASS,2005,9,2,Sons of Katie Elder,,"Western films, Feature films",,
6563,Physical,Horizon,SOUNDDISC,2005,9,5,Two way monologue,,Popular music 2001 2010,,
6564,Physical,Horizon,BOOK,2005,9,1,Fourth Street East a novel of how it was,,,,
6565,Physical,Horizon,BOOK,2005,9,1,Learn Arabic reading writing,,"Arabic language Writing, Arabic language Grammar",,
6566,Physical,Horizon,BOOK,2005,9,1,story of a castle,,"Toy and movable books, Toy and movable books Specimens, Castles England Pictorial works Juvenile literature, Castles Pictorial works, England Social life and customs Pictorial works Juvenile literature, England Social life and customs Pictorial works",,
6567,Physical,Horizon,VIDEODISC,2005,9,14,Stuart Little [videorecording] / Columbia Pictures presents a Douglas Wick and Franklin/Waterman production ; produced by Douglas Wick ; screenplay by M. Night Shyamalan and Greg Brooker ; directed by Rob Minkoff.,,"Mice Juvenile fiction, Brothers Juvenile fiction, Comedy films, Animated films, Feature films, Video recordings for the hearing impaired","Columbia/Tristar Home Video,",2002.
6568,Physical,Horizon,BOOK,2005,9,3,Turn my world upside down Jos story,,Love stories,,
6569,Physical,Horizon,BOOK,2005,9,2,God,,"God Attributes, Image of God",,
6570,Physical,Horizon,BOOK,2005,9,2,Open season on lawyers a novel of suspense,,"Legal stories, Mystery fiction, Los Angeles Calif Fiction, Serial murders Fiction, Police California Los Angeles Fiction, Policewomen Fiction",,
6571,Physical,Horizon,BOOK,2005,9,2,three big bangs comet crashes exploding stars and the creation of the universe,,"Catastrophes Geology, Big bang theory, Supernovae",,
6572,Physical,Horizon,BOOK,2005,9,1,La speculazione edilizia.,"Calvino, Italo",,"Einaudi,",1963.
6573,Physical,Horizon,BOOK,2005,9,1,beryllium murder,,"Large type books, Mystery fiction, Women scientists Fiction, Berkeley Calif Fiction, Lamerino Gloria Fictitious character Fiction, Women physicists Massachusetts Revere Fiction, Retirees Massachusetts Revere Fiction",,
6574,Physical,Horizon,BOOK,2005,9,8,Poppy's return / Avi ; illustrated by Brian Floca.,"Avi, 1937-","Family problems Fiction, Prejudices Juvenile fiction, Mothers and sons Juvenile fiction, Mice Juvenile fiction, Skunks Juvenile fiction, Porcupines Juvenile fiction","HarperCollinsPublishers,",2005.
6575,Physical,Horizon,BOOK,2005,9,1,Hana / Hayashi Mariko cho.,"Hayashi, Mariko, 1954-",,"Chūō Kōron Shinsha,",2002.
6576,Physical,Horizon,BOOK,2005,9,1,Receiving the day Christian practices for opening the gift of time,,"Time Religious aspects Christianity, Sunday, Time management Religious aspects Christianity",,
6577,Physical,Horizon,BOOK,2005,9,1,More than a dream,,"Christian fiction, Historical fiction, Minnesota Fiction, Journalists Fiction, Epidemics Fiction, Floods Fiction, North Dakota Fiction",,
6578,Physical,Horizon,SOUNDCASS,2005,9,1,Endangered species,,"Mystery fiction, Cumberland Island National Seashore Ga Fiction, Forest rangers Georgia Fiction",,
6579,Physical,Horizon,BOOK,2005,9,5,Desert heat / J. A. Jance.,"Jance, Judith A.","Brady Joanna Fictitious character Fiction, Sheriffs Arizona Fiction, Married women Fiction, Cochise County Ariz Fiction, Arizona Fiction, Mystery fiction","Severn House,","2004, c1993."
6580,Physical,Horizon,SOUNDDISC,2005,9,5,Deep in the blues,,Blues Music 1991 2000,,
6581,Physical,Horizon,BOOK,2005,9,1,New ways of classroom assessment,,"English language Study and teaching Foreign speakers, English language Ability testing",,
6582,Physical,Horizon,VIDEODISC,2005,9,16,The hunchback of Notre Dame [videorecording] / [presented by] Walt Disney Pictures ; produced by Don Hahn ; animation story by Tab Murphy ; animation screenplay by Tab Murphy ... [and others] ; directed by Gary Trousdale and Kirk Wise.,,"Quasimodo Fictitious character Juvenile fiction, Esmeralda Fictitious character Juvenile fiction, France History Louis XI 1461 1483 Juvenile fiction, Paris France History To 1515 Juvenile fiction, Toleration Juvenile fiction, Feature films, Childrens films, Animated films, Video recordings for the hearing impaired","Buena Vista Home Entertainment,",2002.
6583,Physical,Horizon,SOUNDDISC,2005,9,1,Symphonic dances op 45 etc,,"Orchestral music, Orchestral music Arranged, Symphonic poems, Operas Excerpts",,
6584,Physical,Horizon,SOUNDDISC,2005,9,1,Beowulf,,Beowulf Translations into English,,
6585,Physical,Horizon,SOUNDDISC,2005,9,4,Bump,,"Jazz 1991 2000, Popular instrumental music 1991 2000, Guitar music Jazz",,
6586,Physical,Horizon,SOUNDDISC,2005,9,1,Mannheim Steamroller meets the mouse [sound recording].,Mannheim Steamroller (Musical group),"New Age music, Motion picture music Excerpts Arranged, Popular instrumental music 1991 2000","Walt Disney Records,",p1998.
6587,Physical,Horizon,BOOK,2005,9,1,Yuan jian,,,,
6588,Physical,Horizon,BOOK,2005,9,1,"Bringing your soul to work : an everyday practice / Cheryl Peppers, Alan Briskin.","Peppers, Cheryl, 1959-",Work Religious aspects,"Berrett-Koehler Publishers,",c2000.
6589,Physical,Horizon,BOOK,2005,9,1,Paint with the Impressionists a step by step guide to their methods and materials for todays artists,,"Painting Technique, Impressionism Art Technique",,
6590,Physical,Horizon,BOOK,2005,9,2,10 stupid things couples do to mess up their relationships / Laura Schlessinger.,"Schlessinger, Laura","Man woman relationships, Marriage","Cliff Street Books,",2001.
6591,Physical,Horizon,BOOK,2005,9,8,The seven songs of Merlin / T.A. Barron.,"Barron, T. A.","Merlin Legendary character Juvenile fiction, Wizards Juvenile fiction, Fantasy Fiction","Philomel Books,",c1997.
6592,Physical,Horizon,SOUNDDISC,2005,9,3,Hollywood tough,,"Detective and mystery stories American, Mystery fiction, Hollywood Los Angeles Calif Fiction, Motion picture industry Fiction, Police California Los Angeles Fiction, Divorced women Crimes against Fiction, Scully Shane Fictitious character Fiction",,
6593,Physical,Horizon,BOOK,2005,9,2,Between friends,,"Domestic fiction, Friendship Fiction, Female friendship Fiction",,
6594,Physical,Horizon,BOOK,2005,9,4,Flying feet : a story of Irish dance / by Anna Marlis Burgard ; illustrated by Leighanne Dees.,"Burgard, Anna Marlis","Dance Juvenile fiction, Contests Juvenile fiction, Ireland Juvenile fiction","Chronicle Books,",2005.
6595,Physical,Horizon,BOOK,2005,9,1,Mestʹ Mimi Kvin : roman / Shirli Konran.,"Conran, Shirley","Music halls Variety theaters cabarets etc Great Britain Fiction, Women singers Great Britain Fiction","Izd-vo ""ĖKSMO-Press"",",2001.
6596,Physical,Horizon,BOOK,2005,9,3,If you'll be my Valentine / by Cynthia Rylant ; illustrated by Fumi Kosaka.,"Rylant, Cynthia","Valentines Juvenile fiction, Valentines Day Juvenile fiction, Stories in rhyme Juvenile fiction","HarperCollins,",2005.
6597,Physical,Horizon,VIDEOCASS,2005,9,2,Two the max advanced combo step aerobic workout,,"Aerobic exercises, Step aerobics",,
6598,Physical,Horizon,MUSIC,2005,9,1,Twenty brilliant and characteristic etudes [music] : for the violin : op. 73 / Charles Dancla.,"Dancla, Charles, 1817-1907",Violin Studies and exercises,"G. Schirmer,",[19--]
6599,Physical,Horizon,BOOK,2005,9,5,Scary scenes for Halloween / Jill Williams Grover.,"Grover, Jill Williams","Halloween decorations, Handicraft, Halloween cooking","Sterling Pub.,",c1999.
6600,Physical,Horizon,SOUNDDISC,2005,9,1,lost army of Cambyses,,"Mystery fiction, Archaeologists Fiction, Egypt Fiction, Excavations Archaeology Fiction, British Egypt Fiction, Police Egypt Fiction",,
6601,Physical,Horizon,SOUNDDISC,2005,9,2,fifth release from Matador,,Popular music 1991 2000,,
6602,Physical,Horizon,BOOK,2005,9,2,Toby the tabby kitten,,"Cats, Manx cat, Cats Juvenile literature, Kittens Juvenile literature, Manx cat Juvenile literature",,
6603,Physical,Horizon,SOUNDDISC,2005,9,1,Versus God,,"Punk rock music, Rock music 1991 2000",,
6604,Physical,Horizon,BOOK,2005,9,14,I'm gonna like me : letting off a little self-esteem / by Jamie Lee Curtis ; illustrated by Laura Cornell.,"Curtis, Jamie Lee, 1958-","Self esteem Juvenile fiction, Conduct of life Fiction, Stories in rhyme Juvenile fiction","Joanna Cotler Books,",c2002.
6605,Physical,Horizon,SOUNDCASS,2005,9,1,Secret admirer,,"Mystery fiction, Psychological fiction",,
6606,Physical,Horizon,SOUNDCASS,2005,9,1,Smooth grooves a sensual Christmas,,"Carols, Christmas music, Soul music, Rhythm and blues music, Popular music 1971 1980, Popular music 1961 1970",,
6607,Physical,Horizon,BOOK,2005,9,1,Charles Dickens A Christmas carol,,"Christmas plays American, Dickens Charles 1812 1870 Christmas carol Drama",,
6608,Physical,Horizon,BOOK,2005,9,6,Deer moose elk caribou,,"Caribou Juvenile literature, Moose Juvenile literature, Deer Juvenile literature, Elk Juvenile literature",,
6609,Physical,Horizon,VIDEOCASS,2005,9,3,Riddle of the desert mummies,,"Mummies China Xinjiang Uygur Zizhiqu, Europeans China Xinjiang Uygur Ziziqu History",,
6610,Physical,Horizon,BOOK,2005,9,1,Dark sunshine,,"Horses Fiction, Mustang Fiction",,
6611,Physical,Horizon,BOOK,2005,9,2,Breakfast of champions or Goodbye blue Monday,,,,
6612,Physical,Horizon,BOOK,2005,9,2,Godzilla age of monsters,,"Comic books strips etc, Godzilla Fictitious character Fiction",,
6613,Physical,Horizon,BOOK,2005,9,1,Dog treats,,"Dogs, Dogs Food Recipes, Dogs Nutrition",,
6614,Physical,Horizon,BOOK,2005,9,2,Daughter of the forest,,Fantasy fiction,,
6615,Physical,Horizon,BOOK,2005,9,3,The sword in the stone / written and illustrated by Hudson Talbott.,"Talbott, Hudson","Arthur King Juvenile literature, Knights and knighthood Folklore, Folklore England Juvenile literature","Morrow Junior Books,",c1991.
6616,Physical,Horizon,SOUNDCASS,2005,9,2,season beyond a kiss,,"Love stories, Historical fiction, Charleston S C Fiction, South Carolina History 1775 1865 Fiction",,
6617,Physical,Horizon,BOOK,2005,9,11,Negima 3,,"Graphic novels, Comic books strips etc, Vampires Comic books strips etc, Magic Comic books strips etc, Japan Comic books strips etc",,
6618,Physical,Horizon,VIDEOCASS,2005,9,2,standard deviants Italian the basics nouns verbs adjectives,,Italian language Study and teaching,,
6619,Physical,Horizon,BOOK,2005,9,1,Guide to rock art of the Utah region : sites with public access / Dennis Slifer.,"Slifer, Dennis","Indians of North America Utah Antiquities Guidebooks, Indians of North America Four Corners Region Antiquities Guidebooks, Indian art Utah Guidebooks, Indian art Four Corners Region Guidebooks, Petroglyphs Utah Guidebooks, Petroglphys Four Corners Region Guidebooks","Ancient City Press,",c2000.
6620,Physical,Horizon,BOOK,2005,9,2,Ge xing hua Web wang zhan DIY,,Web sites Design,,
6621,Physical,Horizon,BOOK,2005,9,1,Where I'm calling from : new and selected stories / Raymond Carver.,"Carver, Raymond, 1938-1988",Short stories,"Vintage Books,",1989.
6622,Physical,Horizon,BOOK,2005,9,13,"Mrs. Piggle-Wiggle, by Betty MacDonald. Illustrated by Hilary Knight.","MacDonald, Betty Bard","Behavior Fiction, Humorous stories",Lippincott,[1957]
6623,Physical,Horizon,BOOK,2005,9,1,wizard in a feud,,"Fantasy fiction, Wizards Fiction",,
6624,Physical,Horizon,VIDEODISC,2005,9,3,piglet files A question of intelligence,,"Intelligence service Great Britain Drama, Spies Drama, Comedy television programs Great Britain",,
6625,Physical,Horizon,BOOK,2005,9,1,tree of yoga yoga vrksa,,Yoga,,
6626,Physical,Horizon,BOOK,2005,9,1,Tropical forest mammals,,"Mammals, Rain forest animals, Mammals Juvenile literature, Rain forest animals Tropics Juvenile literature",,
6627,Digital,OverDrive,AUDIOBOOK,2005,9,1,"Glory in Death: In Death Series, Book 2 (unabridged) (Unabridged)",J. D. Robb,"Fiction, Mystery, Romance, Suspense","Brilliance Audio, Inc.",2005
6628,Physical,Horizon,BOOK,2005,9,1,world of seals,,"Seals Animals, Seals Animals Juvenile literature",,
6629,Physical,Horizon,BOOK,2005,9,1,Dancing girls and other stories,,,,
6630,Physical,Horizon,VIDEODISC,2005,9,11,Barney The land of make believe,,"Princesses Fiction, Barney Fictitious character Fiction, Childrens films, Videorecordings for the hearing impaired, BJ Fictitious character Lyons Group Fiction, Baby Bop Fictitious character Fiction",,
6631,Physical,Horizon,SOUNDCASS,2005,9,4,Brass dolphin,,"World War 1939 1945 Fiction, Malta History Siege 1940 1943 Fiction, Malta Fiction",,
6632,Physical,Horizon,BOOK,2005,9,6,The coroner's lunch / Colin Cotterill.,"Cotterill, Colin","Paiboun Siri Doctor Fictitious character Fiction, Older people Fiction, Physicians Fiction, Coroners Fiction, Laos Fiction, Historical fiction, Mystery fiction","Soho Press,",c2004.
6633,Physical,Horizon,BOOK,2005,9,1,Sons and lovers,,,,
6634,Physical,Horizon,BOOK,2005,9,1,Fodors exploring Boston New England,,"New England Guidebooks, Boston Mass Guidebooks",,
6635,Physical,Horizon,BOOK,2005,9,1,Robert Irwins pocket guide for home buyers 101 questions and answers for every home buyer,,House buying United States,,
6636,Physical,Horizon,VIDEOCASS,2005,9,16,Pacte des loups Brotherhood of the wolf,,"Video recordings for the hearing impaired, Feature films, Fantasy films, Horror films, Fear Drama, Wolves Drama, Terror Drama",,
6637,Physical,Horizon,BOOK,2005,9,3,The magic of fire : open hearth cooking : one hundred recipes for the fireplace or campfire / William Rubel ; illustrations by Ian Everard.,"Rubel, William","Fireplace cooking, Outdoor cooking","Ten Speed Press,",c2002.
6638,Physical,Horizon,BOOK,2005,9,1,Sky burial : an eyewitness account of China's brutal crackdown in Tibet / Blake Kerr.,"Kerr, Blake","Tibet Autonomous Region China Politics and government 1951, Tibet Autonomous Region China Description and travel","Noble Press,",c1993.
6639,Physical,Horizon,MIXED,2005,9,1,ILLM MARTIAL ARTS FOR BEGINNERS,,,,
6640,Physical,Horizon,BOOK,2005,9,1,Dr Shaws secretary,,Large type books,,
6641,Physical,Horizon,BOOK,2005,9,1,Roy Acuffs Nashville the life and good times of country music,,"Grand ole opry Radio program, Country musicians United States Biography, Country music History and criticism, Acuff Roy",,
6642,Physical,Horizon,BOOK,2005,9,1,Ten percent solution simple steps to improve your life and your world,,"Finance Personal, Self realization, Finance Personal Religious aspects",,
6643,Physical,Horizon,SOUNDDISC,2005,9,3,Iliad,,"Epic poetry Greek Translations into English, Achilles Greek mythology Poetry, Trojan War Poetry",,
